id,name,host_id,host_name,latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bedroom_count,bathroom_count,bed_count,district_Central & Western,district_Eastern,district_Islands,district_Kowloon City,district_Kwai Tsing,district_Kwun Tong,district_North,district_Sai Kung,district_Sha Tin,district_Sham Shui Po,district_Southern,district_Tai Po,district_Tsuen Wan,district_Tuen Mun,district_Wan Chai,district_Wong Tai Sin,district_Yau Tsim Mong,district_Yuen Long
26670993,Hotel in Hong Kong,93130377,Jean,22.31602,114.16898,79.95,1,2,18,246,1,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26671069,Hotel in Hong Kong,93130377,Jean,22.31766,114.16854,79.95,1,17,18,242,11,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26693421,Rental unit in Hong Kong,67709885,Steven,22.27886,114.17894,20.8,31,0,293,180,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26700933,Rental unit in Hong Kong,67709885,Steven,22.31089,114.17238,19.5,31,0,293,179,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26701080,Rental unit in Hong Kong,67709885,Steven,22.3112,114.17197,20.8,31,0,293,180,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26706427,Rental unit in Hong Kong,97240131,Jov,22.27985,114.1513,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26708135,Rental unit in Hong Kong,97240131,Jov,22.27903,114.17993,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26719226,Serviced apartment in Hong Kong,14861546,Tane Residence,22.28443,114.15084,66.69,30,0,121,365,0,1,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26729657,Rental unit in Hong Kong,97240131,Jov,22.3133,114.1693,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26731793,Rental unit in Hong Kong,97240131,Jov,22.2891,114.1428,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26752777,Rental unit in Hong Kong,37289493,Ken,22.31687,114.16962,83.33,2,54,28,286,28,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26787541,Condo in Hong Kong,47626760,Yuk Yuk,22.31735,114.16842,29.380000000000003,28,26,2,164,8,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26789926,Rental unit in Hong Kong,97240131,Jov,22.28112,114.15051,46.800000000000004,29,0,359,364,0,0,0,1,0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26829067,Rental unit in Hong Kong,67709885,Steven,22.27867,114.1858,28.6,29,0,293,180,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26877972,Serviced apartment in Hong Kong,47887152,Oceana,22.29731,114.17284,84.37,2,13,5,343,6,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26891194,Rental unit in Hong Kong,97240131,Jov,22.28284,114.15105,20.8,29,0,359,364,0,0,0,1,0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900171,Rental unit in Hong Kong,97240131,Jov,22.28638,114.13458,28.21,29,0,359,364,0,1,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900443,Rental unit in Hong Kong,97240131,Jov,22.28271,114.15075,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900554,Rental unit in Hong Kong,97240131,Jov,22.29102,114.19349,23.400000000000002,29,1,359,364,1,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26940736,Rental unit in Hong Kong,202706601,Sharon Fung,22.26941,114.18224,130.0,365,55,1,0,0,1,0,0,0,2,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26966591,Condo in Hong Kong,15586744,Sven,22.30279,114.25226,62.400000000000006,28,5,17,365,1,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26999645,Hostel in Hong Kong,23801931,Mj,22.32039,114.18712,35.230000000000004,1,22,5,336,16,0,0,0,1,1,2.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26999853,Hostel in Hong Kong,23801931,Mj,22.31881,114.1885,35.230000000000004,1,21,5,348,16,0,0,0,1,1,2.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27004187,Hostel in Hong Kong,23801931,Mj,22.31911,114.18883,36.92,1,29,5,338,19,0,0,0,1,1,2.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27066103,Rental unit in Hong Kong,67709885,Steven,22.28614,114.15041,20.8,30,0,293,180,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27123841,Rental unit in Hong Kong,97240131,Jov,22.28999,114.20006,20.8,29,1,359,364,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27124081,Rental unit in Hong Kong,97240131,Jov,22.27879,114.18174,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27168923,Rental unit in 旺角,57066921,Doctor Hotel,22.31599,114.17368,188.5,1,100,3,268,6,1,0,0,0,2,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27235125,Rental unit in Hong Kong,97240131,Jov,22.31076,114.17188,20.150000000000002,29,0,359,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27235654,Serviced apartment in Hong Kong,173312530,Pan,22.32061,114.16343,39.0,1,9,6,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27292506,Rental unit in Hong Kong,67709885,Steven,22.27929,114.17913,20.8,29,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27322876,Rental unit in Hong Kong,21722306,Jean,22.29644,114.17039,58.5,29,0,1,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27360383,Rental unit in Hong Kong,97240131,Jov,22.28195,114.15136,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27373927,Serviced apartment in Hong Kong,31947768,Nuts,22.30191,114.17234,63.050000000000004,2,48,19,188,17,0,0,1,0,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27408760,Rental unit in Hong Kong,97240131,Jov,22.28634,114.14631,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27408976,Rental unit in Hong Kong,97240131,Jov,22.28268,114.15205,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27411952,Rental unit in Hong Kong,97240131,Jov,22.31335,114.17119,28.21,29,0,359,364,0,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27439278,Rental unit in Hong Kong,1443229,Alice,22.28455,114.19201,149.89000000000001,1,20,4,284,2,1,0,0,0,1,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27497082,Rental unit in Hong Kong,37289493,Ken,22.31687,114.16962,79.43,2,64,28,319,22,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27563606,Rental unit in Hong Kong,97240131,Jov,22.28415,114.13021,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27564900,Rental unit in Hong Kong,97240131,Jov,22.31356,114.17221,24.7,29,0,359,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27583629,Rental unit in Hong Kong,147043347,Anja & Alex,22.24692030693728,114.20116359127088,235.82000000000002,8,0,2,84,0,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27588578,Rental unit in Hong Kong,6067974,Wilson,22.28694,114.19059,156.0,30,1,62,365,0,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27589161,Serviced apartment in Hong Kong,122131447,Debe,22.31722,114.16869,80.08,1,8,49,41,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27589193,Rental unit in Hong Kong,97240131,Jov,22.31443,114.17181,20.8,29,1,359,364,0,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27589413,Condo in Hong Kong,122131447,Debe,22.31618,114.16862,83.98,1,3,49,40,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27589765,Serviced apartment in Hong Kong,122131447,Debe,22.31578,114.17045,115.31,1,26,49,41,8,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27592749,Serviced apartment in Kowloon,122131447,Debe,22.30351,114.17251,79.3,1,17,49,152,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27592937,Condo in Kowloon,122131447,Debe,22.30523,114.17284,79.43,1,7,49,293,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27593157,Serviced apartment in Kowloon,122131447,Debe,22.30476,114.1706,80.08,1,9,49,41,6,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27593261,Serviced apartment in Kowloon,122131447,Debe,22.30318,114.17088,80.08,1,5,49,41,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27593455,Serviced apartment in Hong Kong,122131447,Debe,22.31738,114.17039,80.08,1,8,49,41,1,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27593695,Serviced apartment in Hong Kong,122131447,Debe,22.31799,114.16911,80.08,1,4,49,41,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27594431,Condo in Kowloon,122131447,Debe,22.30347,114.17236,85.54,1,4,49,40,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27594710,Serviced apartment in Kowloon,122131447,Debe,22.31752,114.16904,99.97,1,12,49,40,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27595849,Serviced apartment in Kowloon,122131447,Debe,22.31776,114.17041,85.54,1,29,49,0,9,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27596013,Serviced apartment in Hong Kong,122131447,Debe,22.31782,114.16896,85.54,1,22,49,40,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27597098,Serviced apartment in Hong Kong,122131447,Debe,22.31772,114.16888,99.84,1,5,49,38,1,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27608586,Serviced apartment in Kowloon,122131447,Debe,22.30488,114.17241,99.84,1,3,49,38,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27608700,Serviced apartment in Hong Kong,122131447,Debe,22.31613,114.17044,99.84,1,21,49,38,2,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27608878,Condo in Hong Kong,122131447,Debe,22.31774,114.17003,115.44,1,26,49,42,6,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27608989,Serviced apartment in Hong Kong,122131447,Debe,22.31711,114.17069,115.31,1,6,49,41,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27609670,Serviced apartment in Hong Kong,122131447,Debe,22.31562,114.16906,114.27000000000001,1,23,49,32,5,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27612406,Rental unit in Hong Kong,97240131,Jov,22.3117,114.17091,28.21,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27617501,Serviced apartment in Hong Kong,14861546,Tane Residence,22.32925,114.18641,29.25,30,0,121,354,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27618287,Serviced apartment in Hong Kong,14861546,Tane Residence,22.32748,114.18848,32.76,30,2,121,360,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27620793,Serviced apartment in Hong Kong,14861546,Tane Residence,22.3274,114.18827,37.44,30,0,121,363,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27620984,Serviced apartment in Hong Kong,14861546,Tane Residence,22.32721,114.18635,37.44,30,0,121,365,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27621153,Serviced apartment in Hong Kong,14861546,Tane Residence,22.32773,114.1884,32.76,60,0,121,203,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27621486,Serviced apartment in Hong Kong,14861546,Tane Residence,22.32762,114.18818,29.25,30,1,121,365,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27621674,Serviced apartment in Hong Kong,14861546,Tane Residence,22.32748,114.1863,29.25,60,0,121,364,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27621833,Serviced apartment in Hong Kong,14861546,Tane Residence,22.3293,114.18851,32.76,30,0,121,108,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27626418,Rental unit in Hong Kong,97240131,Jov,22.27747,114.17999,20.8,29,0,359,364,0,0,0,1,0,6,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27636080,Condo in Hong Kong,76545056,Rita,22.29406,113.95187,110.5,30,0,19,358,0,1,0,0,0,2,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27636236,Condo in Hong Kong,76545056,Rita,22.29279,113.95026,110.5,30,0,19,358,0,1,0,0,0,2,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27637403,Rental unit in Hong Kong,67709885,Steven,22.29005,114.19453,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27639652,Rental unit in Hong Kong,20535130,Ken,22.28287,114.18472,40.95,28,45,5,33,1,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27652905,Rental unit in Wan Chai,2767794,Check Inn HK,22.27823,114.17709,52.13,1,9,46,317,0,0,0,0,1,1,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27653674,Rental unit in Wan Chai,2767794,Check Inn HK,22.2789,114.17627,112.32000000000001,1,37,46,328,6,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27653958,Rental unit in Wan Chai,2767794,Check Inn HK,22.27882,114.17798,126.36,1,44,46,328,8,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27654044,Rental unit in Wan Chai,2767794,Check Inn HK,22.27927,114.17627,109.33,1,7,46,328,0,0,0,1,0,1,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27654520,Rental unit in Wan Chai,2767794,Check Inn HK,22.27886,114.17615,227.63,1,9,46,321,1,0,0,1,0,1,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27657823,Rental unit in Wan Chai,2767794,Check Inn HK,22.27763,114.17814,49.4,1,13,46,317,0,0,0,0,1,1,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27673823,Rental unit in Wan Chai,2767794,Check Inn HK,22.27719,114.17621,194.35,1,8,46,321,1,0,0,1,0,1,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27707367,Rental unit in 油麻地,23376488,Ruby,22.30779,114.16993,52.0,1,5,13,6,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27709673,Serviced apartment in Hong Kong,173312530,Pan,22.31961,114.16521,39.0,1,4,6,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27709976,Serviced apartment in Hong Kong,173312530,Pan,22.3208,114.16493,39.0,1,4,6,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27710250,Serviced apartment in Hong Kong,173312530,Pan,22.31946,114.16526,52.0,1,27,6,0,0,0,0,1,0,0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27710630,Rental unit in Hong Kong,173312530,Pan,22.32128,114.16352,52.0,1,25,6,0,0,0,0,1,0,0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27713913,Rental unit in Hong Kong,189165359,Dominique Jean Rene,22.28249,114.15013,234.0,12,39,1,174,6,1,0,0,0,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27749861,Rental unit in Hong Kong,64902979,Peralta,22.21045,114.02804,76.18,1,2,7,321,0,1,0,0,0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27752727,Rental unit in Hong Kong,150577122,Cherry,22.38518,114.20618,32.5,28,2,2,292,1,0,0,1,0,3,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27761396,Rental unit in Hong Kong,97240131,Jov,22.27984,114.1821,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27761506,Rental unit in Hong Kong,97240131,Jov,22.27641,114.17925,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27761697,Rental unit in Hong Kong,97240131,Jov,22.28026,114.15503,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27763802,Serviced apartment in Hong Kong,209628823,Jacqueline,22.30147,114.18544,59.67,2,14,1,0,0,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27769157,Rental unit in Hong Kong,67709885,Steven,22.32246,114.16011,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27769538,Rental unit in Hong Kong,67709885,Steven,22.27669,114.17759,20.8,29,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27769991,Rental unit in Hong Kong,67709885,Steven,22.32457,114.16192,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27793114,Rental unit in Hong Kong,4584648,Ivy,22.27796,114.1804,20.8,30,0,398,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27793521,Rental unit in Hong Kong,4584648,Ivy,22.32156,114.16205,20.8,31,0,398,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27794070,Serviced apartment in Hong Kong,14861546,Tane Residence,22.31942,114.17118,44.46,60,0,121,294,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27817112,Rental unit in Hong Kong,210062793,Vic,22.33047,114.16545,77.48,180,0,1,0,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27819951,Rental unit in Hong Kong,67709885,Steven,22.32273,114.1623,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27822072,Rental unit in Hong Kong,97240131,Jov,22.29946,114.17378,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27822359,Rental unit in Hong Kong,97240131,Jov,22.29962,114.17604,28.21,29,0,359,364,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27829542,Rental unit in Hong Kong,67709885,Steven,22.28925,114.14395,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27830395,Rental unit in Hong Kong,97240131,Jov,22.28764,114.15001,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27842136,Rental unit in Hong Kong,97240131,Jov,22.3136,114.16783,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27844013,Rental unit in Hong Kong,156409670,Tushita,22.31964,114.17097,96.2,28,0,89,364,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27846336,Serviced apartment in Hong Kong,156409670,Tushita,22.28529,114.15041,82.42,28,0,89,364,0,1,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27855592,Rental unit in Hong Kong,81431025,Eddie,22.30537,114.0112,110.5,6,108,1,0,6,1,0,0,0,1,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27878901,Rental unit in Hong Kong,198109516,Apple,22.28195,114.18483,45.5,300,2,101,141,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27891844,Rental unit in 新界,101309949,Candy,22.30659,114.25785,104.0,1,15,1,365,1,0,0,1,0,1,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27908073,Rental unit in Hong Kong,97240131,Jov,22.28874,114.2109,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27910762,Rental unit in Hong Kong,97240131,Jov,22.31464,114.16993,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27915353,Rental unit in Hong Kong,198109516,Apple,22.282,114.1854,36.4,28,0,101,139,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27948423,Rental unit in Hong Kong,97240131,Jov,22.32422,114.1622,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27972526,Rental unit in Hong Kong,67709885,Steven,22.3111,114.18797,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27973039,Rental unit in Hong Kong,67709885,Steven,22.31215,114.1886,20.8,31,0,293,364,0,0,0,1,0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27974932,Hostel in Hong Kong,185277937,Cyrus,22.32373,114.16814,20.41,1,95,11,5,14,0,1,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27976601,Rental unit in Hong Kong,97240131,Jov,22.27949,114.1779,26.0,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27981761,Hostel in Hong Kong,185277937,Cyrus,22.32373,114.16814,19.37,1,78,11,6,8,0,1,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28004931,Rental unit in Hong Kong,67709885,Steven,22.32256,114.15997,20.8,31,0,293,364,0,0,0,1,0,2,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28042682,Rental unit in Hong Kong,210918465,Monica,22.26946,114.1822,97.5,21,8,1,1,2,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28056270,Rental unit in Hong Kong,67709885,Steven,22.32762,114.16169,18.2,31,0,293,277,0,0,0,1,0,1,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28073412,Hostel in Hong Kong,185277937,Cyrus,22.32373,114.16814,20.54,1,64,11,13,3,0,1,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28093197,Rental unit in Hong Kong,6067974,Wilson,22.28978,114.19259,156.0,28,1,62,363,0,1,0,0,0,2,1.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28095863,Rental unit in Hong Kong,97240131,Jov,22.2774,114.17837,20.8,29,0,359,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28122699,Rental unit in Hong Kong,97240131,Jov,22.3253,114.16083,20.8,29,0,359,364,0,0,0,1,0,5,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28137204,Hostel in Hong Kong,185277937,Cyrus,22.32373,114.16814,17.810000000000002,1,85,11,8,19,0,1,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28152465,Rental unit in Hong Kong,30098437,Dragon Hostel,22.31941,114.17147,65.39,14,4,20,360,3,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28172291,Rental unit in Hong Kong,97240131,Jov,22.31041,114.18945,20.8,29,0,359,364,0,0,0,1,0,5,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
